gene_id	Length
FBgn0001085	1839
FBgn0033724	459
FBgn0086683	1208.48
FBgn0035847	1442.65
FBgn0030983	477
FBgn0032369	2646
FBgn0030607	1443
FBgn0010651	1494
FBgn0040765	1713
FBgn0038363	309
FBgn0037592	1368
FBgn0030522	675
FBgn0038214	468
FBgn0036547	939
FBgn0001174	330
FBgn0031652	946.72
FBgn0039684	414
FBgn0039024	2061
FBgn0037715	465
FBgn0033056	2052
FBgn0038850	738
FBgn0034578	513
FBgn0085415	1512
FBgn0013348	465
FBgn0022774	1296
FBgn0040020	429
FBgn0032651	699
FBgn0030005	948
FBgn0025387	2964
FBgn0033656	1527
FBgn0062412	525
FBgn0052281	1374
FBgn0037534	990
FBgn0004648	3445.26
FBgn0033748	1286.44
FBgn0031517	1410
FBgn0026056	1877.86
FBgn0034606	3145.89
FBgn0262717	1489.56
FBgn0083141	1137
FBgn0051093	438
FBgn0031950	1398
FBgn0287599	90
FBgn0029816	702
FBgn0085450	3672
FBgn0038509	375
FBgn0085446	3605.97
FBgn0052476	1602
FBgn0038602	675
FBgn0069938	372
FBgn0042133	903
FBgn0035936	804
FBgn0052588	513
FBgn0036589	240
FBgn0033204	903
FBgn0028686	1242
FBgn0033356	988.064
FBgn0040077	468
FBgn0262733	1659.09
FBgn0002569	1704
FBgn0038576	1947
FBgn0037019	1026
FBgn0038126	1179
FBgn0013750	528
FBgn0035978	1545.92
FBgn0010044	639
FBgn0040506	3372
FBgn0039727	11196
FBgn0086698	2855.94
FBgn0015615	3603
FBgn0034488	1707
FBgn0052057	1089
FBgn0023177	924
FBgn0004687	444.011
FBgn0050185	540
FBgn0262716	1257
FBgn0085239	285
FBgn0033234	1434
FBgn0040764	219
FBgn0039671	693
FBgn0032295	2211
FBgn0033572	843
FBgn0002044	3189.36
FBgn0003996	2064
FBgn0015520	1893
FBgn0024361	735
FBgn0031494	924
FBgn0261108	1572
FBgn0067312	594
FBgn0261854	1859.13
FBgn0036568	1869
FBgn0042111	927
FBgn0262362	288
FBgn0031855	1371
FBgn0264489	814.052
FBgn0039428	366
FBgn0036733	1662
FBgn0034504	1824
FBgn0039459	987
FBgn0002579	348
FBgn0051337	315
FBgn0039748	591
FBgn0262541	441
FBgn0036459	2301
FBgn0046885	1239
FBgn0034756	1539
FBgn0001965	4791
FBgn0260964	1924.33
FBgn0036565	2097
FBgn0053100	675.204
FBgn0038640	2181
FBgn0032168	1392
FBgn0030575	1242
FBgn0262562	4744.97
FBgn0019968	5858.5
FBgn0036075	903
FBgn0035916	1212
FBgn0036462	1002
FBgn0034724	591
FBgn0030960	657
FBgn0036622	1143
FBgn0036780	582
FBgn0036499	516
FBgn0034907	891
FBgn0002873	7242.13
FBgn0033216	1050
FBgn0051128	501
FBgn0037448	2894.02
FBgn0053958	2133
FBgn0003015	1821
FBgn0261862	2343.76
FBgn0031773	1971
FBgn0037328	474
FBgn0032964	1896
FBgn0022984	954
FBgn0034509	450
FBgn0261547	4136.46
FBgn0032191	1473
FBgn0031074	504
FBgn0051810	975
FBgn0035817	465
FBgn0028647	4281
FBgn0034817	2073
FBgn0045761	1233
FBgn0264978	1920
FBgn0053341	921
FBgn0011327	975
FBgn0053666	483
FBgn0030017	1968
FBgn0051664	1818.71
FBgn0001941	737.133
FBgn0011669	123
FBgn0036731	621
FBgn0043025	1629
FBgn0023091	1173
FBgn0026722	3984
FBgn0031694	1536
FBgn0035793	3751.11
FBgn0014010	660
FBgn0052115	1428
FBgn0036180	1973.43
FBgn0002413	1323
FBgn0260000	405
FBgn0034870	345
FBgn0266434	846
FBgn0030510	1089
FBgn0263391	3052.24
FBgn0040794	300
FBgn0032801	687
FBgn0036515	925.06
FBgn0034290	384
FBgn0035632	1557
FBgn0026737	679.72
FBgn0032395	5862
FBgn0087041	729
FBgn0035299	852
FBgn0264344	384
FBgn0000287	3804
FBgn0004177	930
FBgn0053459	855
FBgn0003334	2634
FBgn0030570	444
FBgn0265158	162
FBgn0029153	1677
FBgn0260439	1790.58
FBgn0011569	2829
FBgn0039795	1950
FBgn0030770	405
FBgn0066293	591
FBgn0038851	978
FBgn0039617	1242
FBgn0023000	1545.82
FBgn0038659	1110
FBgn0264081	780
FBgn0029968	1824
FBgn0053702	540
FBgn0036094	714
FBgn0003870	2105.62
FBgn0037675	525
FBgn0261291	570
FBgn0000299	5340
FBgn0033307	339
FBgn0028497	2075.56
FBgn0264975	3739.23
FBgn0038302	525
FBgn0033168	448.5
FBgn0034712	1602
FBgn0032251	873
FBgn0283477	768
FBgn0053494	261
FBgn0015926	1949.88
FBgn0051249	753
FBgn0036178	312
FBgn0031372	918
FBgn0031745	1293
FBgn0284254	3228
FBgn0001565	1683
FBgn0044452	5721
FBgn0028561	1375.5
FBgn0004378	3201
FBgn0038451	1533
FBgn0027791	1473
FBgn0030778	1440.73
FBgn0031217	1087.27
FBgn0033735	1044
FBgn0004367	7554
FBgn0029864	4482
FBgn0010808	672
FBgn0021776	2461.54
FBgn0040353	993
FBgn0086368	2298
FBgn0039563	1153.11
FBgn0031558	240
FBgn0000405	1592.25
FBgn0039807	1233
FBgn0039758	1275
FBgn0050384	2127
FBgn0034291	642
FBgn0035926	249
FBgn0030410	885
FBgn0037242	1149
FBgn0003980	507
FBgn0032160	846
FBgn0259183	438
FBgn0259221	3504.67
FBgn0035107	1319.94
FBgn0037014	3267
FBgn0038189	1026
FBgn0263112	2190.1
FBgn0033587	441
FBgn0038292	1215
FBgn0037202	1317
FBgn0035552	1371
FBgn0283509	1098
FBgn0036106	1083
FBgn0033570	375
FBgn0010473	4514.55
FBgn0030853	729
FBgn0039755	1005
FBgn0038874	1403.82
FBgn0036806	1575
FBgn0027575	3666.05
FBgn0086367	1164
FBgn0053145	1341.89
FBgn0034153	399
FBgn0001258	999
FBgn0033880	960
FBgn0037255	2106
FBgn0037469	711
FBgn0036005	945
FBgn0038612	624
FBgn0023395	2679
FBgn0038118	4155
FBgn0039141	2107.73
FBgn0038719	1638
FBgn0038752	1722
FBgn0263977	522
FBgn0025645	819
FBgn0264342	642
FBgn0037228	1185
FBgn0030230	1813.29
FBgn0033285	480
FBgn0039495	1146
FBgn0263026	198
FBgn0035464	1670.19
FBgn0042138	655.974
FBgn0260860	438
FBgn0037753	1275
FBgn0262029	3902.31
FBgn0250833	417
FBgn0028963	1128
FBgn0011293	468
FBgn0261276	2835
FBgn0027070	1554
FBgn0260795	2004
FBgn0037379	2880
FBgn0031214	1206
FBgn0033686	1176
FBgn0030432	927
FBgn0260798	2103
FBgn0034022	3390
FBgn0014391	184.187
FBgn0003116	1218
FBgn0037375	1846.11
FBgn0051164	1788
FBgn0261383	3855
FBgn0262985	312
FBgn0036469	279
FBgn0035252	768
FBgn0028563	1524
FBgn0037365	1275
FBgn0038131	960
FBgn0036576	1482
FBgn0037477	444
FBgn0263608	1038
FBgn0000542	5266.17
FBgn0039522	1347
FBgn0028397	1692.75
FBgn0026317	3303
FBgn0002631	537
FBgn0064117	273
FBgn0286941	102
FBgn0033448	1371
FBgn0039859	603
FBgn0035402	2484
FBgn0043455	699
FBgn0025621	3138
FBgn0027339	2688.69
FBgn0036767	576
FBgn0039205	420
FBgn0087002	10056
FBgn0034689	1437
FBgn0050056	414
FBgn0284237	366
FBgn0267972	738
FBgn0262810	387
FBgn0267365	615
FBgn0013718	1336.52
FBgn0036629	1536
FBgn0040370	921
FBgn0030624	432
FBgn0028952	1645.99
FBgn0259968	220.5
FBgn0028573	5142
FBgn0001114	3081
FBgn0063495	669
FBgn0038394	813
FBgn0051915	1839
FBgn0263401	198
FBgn0260779	1527
FBgn0259223	456
FBgn0035802	3884.95
FBgn0026063	1815
FBgn0033403	2628
FBgn0051872	3222
FBgn0261675	3765
FBgn0024991	2431.85
FBgn0041156	1578
FBgn0034223	2451
FBgn0051357	1185
FBgn0031765	1608
FBgn0030394	813
FBgn0040397	1791
FBgn0026721	2292
FBgn0028935	2133
FBgn0031957	594
FBgn0035574	5955
FBgn0036277	288
FBgn0037218	3497.13
FBgn0043010	768
FBgn0038751	1473
FBgn0040038	2304
FBgn0020440	3636.59
FBgn0035951	1230
FBgn0026361	1269
FBgn0260480	1077
FBgn0050054	981.46
FBgn0053766	537
FBgn0053467	564
FBgn0034909	1602
FBgn0033900	1677
FBgn0030715	1257
FBgn0019990	4770
FBgn0045497	1170
FBgn0033883	1074
FBgn0039858	1701
FBgn0262544	483
FBgn0052054	1692
FBgn0035960	1056
FBgn0030955	492
FBgn0038107	420
FBgn0043456	1809.54
FBgn0037882	900
FBgn0003292	2661
FBgn0001187	1365
FBgn0030327	1860
FBgn0051902	1155
FBgn0036892	3031.82
FBgn0259935	2136
FBgn0259140	10842
FBgn0037842	708
FBgn0037162	1617
FBgn0037183	795
FBgn0038359	1077
FBgn0038772	1074
FBgn0051826	807
FBgn0024189	4456.2
FBgn0031010	1692
FBgn0266456	279
FBgn0037138	1725
FBgn0041186	831
FBgn0035640	624
FBgn0030468	970.29
FBgn0000499	1872
FBgn0002590	687
FBgn0037350	552
FBgn0036953	1005
FBgn0002899	3156
FBgn0015773	2103.8
FBgn0036044	1917.17
FBgn0031302	795
FBgn0051785	1143
FBgn0035073	2967
FBgn0029987	546
FBgn0032166	1713
FBgn0033905	853.131
FBgn0036909	411
FBgn0000541	7912.79
FBgn0029885	489
FBgn0051735	939
FBgn0004583	4284
FBgn0034564	240
FBgn0262791	69
FBgn0027499	4263
FBgn0031169	5088
FBgn0032089	873
FBgn0262529	393
FBgn0036574	3469.92
FBgn0032218	2060.99
FBgn0035209	417
FBgn0029996	552
FBgn0034289	1872
FBgn0000579	1503
FBgn0032031	1146
FBgn0260991	2267.8
FBgn0031976	1077
FBgn0038241	429
FBgn0027569	1694.78
FBgn0050050	579
FBgn0004635	1068
FBgn0285926	1722.06
FBgn0034776	876
FBgn0036612	2676
FBgn0035380	1455
FBgn0015577	1711.48
FBgn0031726	1492
FBgn0040650	288
FBgn0032816	471
FBgn0259994	2881.91
FBgn0024319	1551
FBgn0051752	1233
FBgn0260942	969
FBgn0031289	951
FBgn0001222	2097.15
FBgn0029091	4179.2
FBgn0037590	1173
FBgn0265998	1854.53
FBgn0263995	2406.46
FBgn0010225	2397
FBgn0052076	1350
FBgn0037301	2880
FBgn0051779	237
FBgn0038582	831
FBgn0024285	1542
FBgn0033963	882
FBgn0050275	2906
FBgn0029175	2154
FBgn0026616	3750
FBgn0265002	5841
FBgn0261634	291
FBgn0261065	2055
FBgn0284408	11271.6
FBgn0021847	2585.58
FBgn0260646	270
FBgn0039106	921
FBgn0050432	402
FBgn0052221	1299
FBgn0031432	1521
FBgn0040773	201
FBgn0008635	2895
FBgn0051119	1032
FBgn0261647	2559
FBgn0038273	792
FBgn0038860	2055
FBgn0036728	270
FBgn0041781	1906.53
FBgn0038734	1620
FBgn0029761	2679.13
FBgn0260659	989.383
FBgn0040512	524.353
FBgn0010269	1190.23
FBgn0039881	792
FBgn0039501	2163
FBgn0050018	1323
FBgn0010019	1671
FBgn0026371	2310
FBgn0036382	237
FBgn0034407	363
FBgn0266064	2094.8
FBgn0005586	663
FBgn0003145	1773
FBgn0035256	2058
FBgn0034379	1741.43
FBgn0037191	618
FBgn0040344	2997
FBgn0034065	891
FBgn0036124	3525
FBgn0030613	6347.72
FBgn0051415	474
FBgn0034647	594
FBgn0031907	891
FBgn0052091	1872
FBgn0041242	1086
FBgn0051802	561
FBgn0035704	3690
FBgn0040239	240
FBgn0034276	2685
FBgn0040759	273
FBgn0034879	897
FBgn0262010	270
FBgn0035768	1224
FBgn0037388	735
FBgn0032986	882
FBgn0052758	1596
FBgn0037141	2658
FBgn0037174	816
FBgn0038201	1293
FBgn0040392	780
FBgn0262354	396
FBgn0032819	1815
FBgn0004516	1533
FBgn0032773	1733.96
FBgn0034733	3885
FBgn0260390	453
FBgn0034715	2043
FBgn0033235	1671
FBgn0040658	507
FBgn0034901	474
FBgn0053532	561
FBgn0036141	1693.16
FBgn0039358	1208.41
FBgn0035741	1818
FBgn0031064	2436
FBgn0026376	2693.13
FBgn0037697	684
FBgn0028523	1368
FBgn0041096	4758.89
FBgn0038153	2391
FBgn0036851	1593
FBgn0027784	1023
FBgn0032505	1026
FBgn0032488	1368
FBgn0033754	528
FBgn0031879	10737.4
FBgn0036769	711
FBgn0036258	1620
FBgn0038016	3510
FBgn0035069	366
FBgn0034062	1719
FBgn0063493	672
FBgn0033529	600
FBgn0037541	6355.09
FBgn0032176	2205
FBgn0016930	2241
FBgn0037846	1335
FBgn0037169	570
FBgn0042186	747
FBgn0040271	3345
FBgn0031065	1146
FBgn0259738	225
FBgn0020493	1998
FBgn0266722	459
FBgn0039473	1014
FBgn0033279	298.5
FBgn0032052	1281
FBgn0021761	4098
FBgn0028394	1028.21
FBgn0029834	6156
FBgn0031344	1140.54
FBgn0264002	1944
FBgn0013755	642
FBgn0003087	600
FBgn0040931	234
FBgn0040696	876
FBgn0030545	597
FBgn0085303	753
FBgn0001148	1284
FBgn0005696	1830
FBgn0011202	3297
FBgn0037492	756
FBgn0265188	237
FBgn0031951	936
FBgn0262647	4236
FBgn0259192	2985
FBgn0027503	4977
FBgn0036059	957.692
FBgn0037956	1278
FBgn0033807	801.536
FBgn0050366	855
FBgn0003204	1773
FBgn0030798	3269.65
FBgn0033065	1545
FBgn0085297	252
FBgn0263258	3725.68
FBgn0284249	805.305
FBgn0052106	4218
FBgn0013334	1578.78
FBgn0004594	297
FBgn0023522	1357.63
FBgn0037963	5928
FBgn0028853	879
FBgn0031740	1380
FBgn0002023	1668
FBgn0261998	4380
FBgn0039707	594
FBgn0031887	1509
FBgn0032210	1920
FBgn0020399	1110
FBgn0029514	726
FBgn0263983	111
FBgn0035059	969
FBgn0052284	309
FBgn0040752	5241.13
FBgn0040384	1164
FBgn0028569	348
FBgn0033179	1224
FBgn0039650	540
FBgn0003676	1674
FBgn0264817	1311
FBgn0053285	672
FBgn0051687	1056
FBgn0044324	2781
FBgn0000576	1485
FBgn0003742	622.377
FBgn0052017	1449
FBgn0032782	771
FBgn0039627	921
FBgn0264540	474
FBgn0259725	255
FBgn0050039	444
FBgn0262728	1221
FBgn0004855	390
FBgn0015558	2850.73
FBgn0029942	927
FBgn0036846	1413.09
FBgn0038486	1932
FBgn0053774	123
FBgn0039654	2619
FBgn0035176	717
FBgn0037685	1179
FBgn0259992	234
FBgn0038611	2901
FBgn0261610	2694
FBgn0000307	2688.72
FBgn0037942	957.444
FBgn0039114	1179.18
FBgn0262813	246
FBgn0263399	195
FBgn0026192	1056
FBgn0262790	72
FBgn0039083	1236
FBgn0037241	1230
FBgn0031980	315
FBgn0029765	459
FBgn0038632	591
FBgn0015776	930
FBgn0031359	1084.44
FBgn0010441	1506
FBgn0051870	222
FBgn0028900	999
FBgn0035186	489
FBgn0032642	375
FBgn0031381	447
FBgn0011305	603
FBgn0283651	1911
FBgn0085470	1098
FBgn0051823	1284
FBgn0031853	2271
FBgn0031722	1167
FBgn0030291	549
FBgn0085475	186
FBgn0031554	294
FBgn0052654	6241.36
FBgn0010039	600
FBgn0051115	873
FBgn0011822	1224
FBgn0024366	3840
FBgn0028946	1230
FBgn0064123	1344
FBgn0030278	342
FBgn0030826	522
FBgn0010042	648
FBgn0264908	2771.08
FBgn0004573	1695
FBgn0015765	1101
FBgn0039932	2310.74
FBgn0029763	3381
FBgn0283741	2361.5
FBgn0030657	693
FBgn0051288	1287
FBgn0026083	5271.22
FBgn0000618	306
FBgn0045843	1153.5
FBgn0031460	729
FBgn0038892	846
FBgn0022986	1181.4
FBgn0043012	429
FBgn0267796	5799
FBgn0036518	1830.27
FBgn0036808	715.5
FBgn0032886	518.883
FBgn0026388	1155
FBgn0004629	381
FBgn0039319	1254
FBgn0032492	870
FBgn0035851	2982
FBgn0053465	1467
FBgn0031247	378
FBgn0085318	327
FBgn0030071	396
FBgn0038819	1146
FBgn0037023	1023
FBgn0003888	1364.12
FBgn0036078	1215
FBgn0036183	969
FBgn0036920	810
FBgn0004428	423
FBgn0031407	471
FBgn0262816	438
FBgn0040637	297
FBgn0037526	1785
FBgn0030035	1902
FBgn0036278	1935
FBgn0053798	537
FBgn0014849	309
FBgn0085343	540
FBgn0035592	327
FBgn0267105	177
FBgn0261963	1743
FBgn0032818	1152
FBgn0035006	1614
FBgn0267376	597.858
FBgn0002922	999
FBgn0038674	894
FBgn0037294	1002
FBgn0038008	2220
FBgn0031343	1206
FBgn0035806	561
FBgn0024728	2269.04
FBgn0032252	1954.57
FBgn0031161	1857
FBgn0029909	1116
FBgn0035617	5790
FBgn0037051	1941
FBgn0033032	795
FBgn0012058	2703
FBgn0015663	1614
FBgn0036560	1362
FBgn0031020	2673
FBgn0039425	1095
FBgn0017448	1872
FBgn0024889	1632
FBgn0262844	222
FBgn0032249	2109
FBgn0085194	300
FBgn0038274	2391
FBgn0031850	1316.67
FBgn0263051	453
FBgn0031955	3396
FBgn0030544	477
FBgn0032350	999
FBgn0053986	834
FBgn0032654	441
FBgn0038161	441
FBgn0035686	720
FBgn0000014	1773
FBgn0030701	3131.35
FBgn0031874	1721.58
FBgn0052544	561
FBgn0002891	6393
FBgn0010213	654
FBgn0016726	231
FBgn0030049	2898.51
FBgn0035838	1605
FBgn0011225	3763.97
FBgn0041342	1581
FBgn0038834	399
FBgn0033473	1458
FBgn0034865	1197
FBgn0052371	885
FBgn0046880	414
FBgn0263777	129
FBgn0041181	4410
FBgn0260744	1146
FBgn0040801	276
FBgn0034761	366
FBgn0029946	315
FBgn0010222	930
FBgn0041188	3255
FBgn0039304	1011
FBgn0050222	941
FBgn0031159	1773
FBgn0051077	2967
FBgn0029831	1623
FBgn0038927	1731
FBgn0027083	1749
FBgn0053203	1482.11
FBgn0052533	3420
FBgn0003048	10242
FBgn0033389	1011
FBgn0029943	810
FBgn0023523	1194
FBgn0261837	624
FBgn0033740	2058
FBgn0033481	1119
FBgn0265267	1407
FBgn0035753	567
FBgn0037234	2157.86
FBgn0033428	1071
FBgn0052521	1118.4
FBgn0031431	1188
FBgn0036196	1056
FBgn0262513	468
FBgn0052698	984
FBgn0267728	1302
FBgn0000535	3525
FBgn0029812	924
FBgn0037150	1062
FBgn0041604	2298
FBgn0041712	1299
FBgn0287589	315
FBgn0030015	972
FBgn0038715	1626
FBgn0030259	387
FBgn0039728	4179
FBgn0044323	2182.83
FBgn0259239	1833
FBgn0039915	1911
FBgn0262811	216
FBgn0032554	580
FBgn0036512	1824
FBgn0064237	1335
FBgn0265089	735
FBgn0029643	882
FBgn0087007	3396.52
FBgn0010379	1811.78
FBgn0053113	870.332
FBgn0053527	219
FBgn0033124	699
FBgn0029944	1869
FBgn0038301	1920
FBgn0028518	1653
FBgn0032054	1362
FBgn0265626	2700
FBgn0005593	759
FBgn0034863	516
FBgn0002789	555
FBgn0261456	2010
FBgn0024945	1383
FBgn0034122	561
FBgn0036389	2949
FBgn0039238	1089
FBgn0261822	800.535
FBgn0265362	267
FBgn0286933	558
FBgn0035160	1002
FBgn0026602	1101
FBgn0036610	447
FBgn0024956	963
FBgn0042134	2886
FBgn0052333	4470
FBgn0024326	1275
FBgn0035238	750.718
FBgn0052364	693
FBgn0026418	2427.21
FBgn0038473	1746
FBgn0038961	1695
FBgn0051015	1578
FBgn0086908	3789
FBgn0019936	363
FBgn0286506	1191
FBgn0035000	438
FBgn0033885	654
FBgn0286075	2421
FBgn0044328	1530
FBgn0026079	2241
FBgn0036804	591
FBgn0032297	375
FBgn0262890	201
FBgn0003356	798
FBgn0036492	1608
FBgn0004892	1737
FBgn0035137	3243.58
FBgn0040366	990
FBgn0025676	1164
FBgn0085274	396
FBgn0027081	2154.34
FBgn0038499	1989
FBgn0030435	1083
FBgn0019643	828
FBgn0022213	2928
FBgn0014865	159
FBgn0032901	1755.83
FBgn0265185	883.087
FBgn0051933	2022
FBgn0052693	1026
FBgn0264260	237
FBgn0032908	3879
FBgn0026438	1740
FBgn0041702	727.877
FBgn0010041	651
FBgn0039551	1194
FBgn0052278	336
FBgn0037721	642
FBgn0036135	885
FBgn0038519	705
FBgn0038649	1485
FBgn0000158	1329
FBgn0037329	1235.5
FBgn0039765	423
FBgn0039440	825
FBgn0004893	2235
FBgn0004414	252
FBgn0038043	546
FBgn0027552	951
FBgn0038011	1767
FBgn0000018	1620
FBgn0033953	720
FBgn0085521	642
FBgn0262812	417
FBgn0034127	1902
FBgn0030653	999
FBgn0267378	885
FBgn0017414	678
FBgn0036367	870
FBgn0263748	693
FBgn0023508	2553
FBgn0023531	3739.28
FBgn0045482	1101
FBgn0034401	3069
FBgn0031287	1017
FBgn0038130	1227
FBgn0002933	324
FBgn0029123	2103.99
FBgn0025680	1629
FBgn0000482	3009
FBgn0262871	2204.93
FBgn0250862	1092
FBgn0265087	174
FBgn0040529	270
FBgn0034095	3156
FBgn0033302	1528
FBgn0004052	273
FBgn0030816	1407
FBgn0050065	252
FBgn0260234	342
FBgn0034411	1248
FBgn0038100	375
FBgn0034472	438
FBgn0035033	1362
FBgn0083981	1946.81
FBgn0032967	1854
FBgn0052655	993
FBgn0030121	1932
FBgn0051226	159
FBgn0035720	2438.57
FBgn0085386	5070
FBgn0036349	441
FBgn0041164	3526.16
FBgn0027296	1197
FBgn0085447	4967.11
FBgn0030597	1974
FBgn0262873	378
FBgn0036491	1581
FBgn0032518	468
FBgn0032428	1188
FBgn0033301	303
FBgn0051038	2081.94
FBgn0020616	3384
FBgn0040949	294
FBgn0037620	1041
FBgn0031107	14739
FBgn0038578	1929
FBgn0032638	1485
FBgn0051454	1368
FBgn0038465	2094
FBgn0262961	331.5
FBgn0086712	1920
FBgn0030662	2499
FBgn0031784	1014
FBgn0028691	1149
FBgn0039015	846
FBgn0034352	1623
FBgn0004650	6357
FBgn0036496	957
FBgn0051343	2886
FBgn0017456	462
FBgn0259749	1563
FBgn0031954	612
FBgn0038074	870
FBgn0259958	528
FBgn0034052	783
FBgn0031803	1515
FBgn0011739	3318
FBgn0040918	1203
FBgn0036257	1430.76
FBgn0039928	2937.92
FBgn0035132	1719.48
FBgn0033381	681
FBgn0052551	315
FBgn0031426	1110
FBgn0039200	696
FBgn0036536	990
FBgn0037288	741
FBgn0261806	489
FBgn0030066	834
FBgn0052939	750
FBgn0038871	615
FBgn0041621	1158
FBgn0030009	480
FBgn0035370	735
FBgn0066303	447
FBgn0264001	1383.97
FBgn0012344	1071
FBgn0036659	1626
FBgn0014092	879
FBgn0033491	2958
FBgn0035249	1419
FBgn0038262	1683
FBgn0036707	1653
FBgn0037741	3243
FBgn0030574	1596.59
FBgn0052119	1455
FBgn0031081	2361
FBgn0014427	1095
FBgn0025885	1698
FBgn0039435	663
FBgn0259795	1581
FBgn0013749	543
FBgn0261849	120
FBgn0029963	1194
FBgn0035695	3777.88
FBgn0031457	981
FBgn0024943	3588
FBgn0034903	2243.97
FBgn0003326	2400
FBgn0259821	2214
FBgn0039395	1167
FBgn0031374	4589.2
FBgn0266455	168
FBgn0032240	465
FBgn0050484	2739
FBgn0033680	432
FBgn0035439	2745
FBgn0051676	480
FBgn0014395	1188
FBgn0051354	1926
FBgn0263197	4835
FBgn0000492	1548
FBgn0085459	795
FBgn0032585	1860
FBgn0032633	2531.54
FBgn0034910	1035
FBgn0053460	828
FBgn0030659	1683
FBgn0039029	1065
FBgn0260450	2046
FBgn0053124	1767
FBgn0038396	744
FBgn0005677	3221.95
FBgn0033557	2850
FBgn0037724	861
FBgn0036931	2619
FBgn0045476	1369.5
FBgn0000046	1131
FBgn0051769	936
FBgn0019985	2293.5
FBgn0038733	1617
FBgn0036014	1140
FBgn0259190	1785
FBgn0031981	8317.3
FBgn0051200	855
FBgn0265417	462
FBgn0026597	1691.56
FBgn0037360	2016
FBgn0260965	8124.95
FBgn0082585	1905
FBgn0050392	672
FBgn0051875	486
FBgn0036735	2043
FBgn0036994	1149
FBgn0266261	489
FBgn0027527	939
FBgn0264959	1697.84
FBgn0039718	477
FBgn0027584	1653
FBgn0051858	651
FBgn0283666	504.805
FBgn0030668	993
FBgn0034501	1764
FBgn0033610	972
FBgn0036847	666
FBgn0267492	645
FBgn0031598	2664
FBgn0035410	4332
FBgn0038223	3113.5
FBgn0034129	1080
FBgn0050480	2763
FBgn0262524	645
FBgn0035271	288
FBgn0037164	1026
FBgn0037181	1033.5
FBgn0024836	10910.6
FBgn0040754	216
FBgn0041246	1386
FBgn0259213	3195
FBgn0029084	918
FBgn0010014	513
FBgn0052086	1428
FBgn0285938	72
FBgn0263234	813
FBgn0004643	2166
FBgn0036717	2379
FBgn0014469	1581
FBgn0000075	1533
FBgn0052064	1575
FBgn0265607	1032
FBgn0013272	3203.89
FBgn0025115	363
FBgn0030221	594
FBgn0260230	663
FBgn0283657	3889.36
FBgn0003390	1368.59
FBgn0035436	972
FBgn0037436	837
FBgn0038701	1443
FBgn0037081	1671
FBgn0285971	1677
FBgn0010425	771
FBgn0038421	183
FBgn0034072	3086.95
FBgn0052016	3028.28
FBgn0015805	1566
FBgn0050446	1914
FBgn0262814	165
FBgn0015277	2850
FBgn0033644	1467
FBgn0033999	1197
FBgn0035947	1815
FBgn0040255	1584
FBgn0036301	1530
FBgn0036153	1434
FBgn0020236	3306.17
FBgn0261395	756
